umur,jenis_kelamin,pekerjaan,provinsi,gaji,is_menikah,is_keturunan,berat,tinggi,sampo,is_merokok,pendidikan,stress,botak_prob
41.0,Laki-laki,Pegawai swasta,Mataram,6.096.909.344.342.930,1.0,0,6.614.167.676.960.170,17.660.632.230.942.400,Moonsilk,0.0,SMA,9.0,6.031.521.586.537.820
19.0,Perempuan,Freelance,Surabaya,15.131.642.928.506.300,0.0,1,6.018.257.705.440.550,15.856.219.494.336.700,Deadbuoy,1.0,S1,3.0,4.230.358.103.221.330
41.0,Perempuan,PNS,Pontianak,1.078.879.544.709.300,1.0,0,4.968.105.709.879.790,17.274.635.517.173.000,Moonsilk,1.0,SMA,4.0,5.974.510.299.751.150
38.0,Perempuan,PNS,Mamuju,4.544.942.568.750.190,1.0,1,5.307.597.926.448.720,17.306.392.227.783.000,Deadbuoy,1.0,S1,4.0,6.184.785.193.516.360
38.0,Perempuan,PNS,Palu,8.030.936.320.147.180,1.0,0,47.109.458.520.157.500,154.253.810.993.176,Pantone,0.0,SMA,5.0,38.580.420.320.862.800
37.0,Laki-laki,PNS,Palangkaraya,554.384.277.642.587,1.0,0,58.526.069.652.877.500,1.694.050.989.414.420,Moonsilk,0.0,S1,2.0,40.267.148.249.257.900
35.0,Laki-laki,PNS,Palu,5.116.189.943.393.480,1.0,0,10.098.328.504.874.800,1.827.910.457.829.520,Shoulder & Head,1.0,S1,4.0,5.459.494.460.856.120
33.0,Laki-laki,Pegawai swasta,Pontianak,2.294.019.378.988.630,1.0,0,4.837.457.330.434.920,15.593.083.709.487.200,Moonsilk,1.0,S2,1.0,4.243.239.463.914.130
50.0,Perempuan,PNS,Bandung,7.683.477.659.737.490,1.0,0,5.287.501.638.164.980,16.700.643.231.858.900,Merpati,1.0,S1,5.0,7.290.461.740.008.400
40.0,Laki-laki,Pegawai swasta,Bengkulu,40.211.456.948.275.100,,0,44.866.153.322.332.000,15.648.030.236.378.700,Merpati,1.0,S3,3.0,41.171.165.009.815.400
24.0,,Pengangguran,Banda Lampung,4.719.530.047.241.800,1.0,0,45.021.572.105.043.200,15.899.099.023.668.400,Pantone,0.0,S2,10.0,8.382.599.911.649.970
42.0,Laki-laki,PNS,Banjarmasin,7.211.062.591.111.380,1.0,0,9.774.458.595.566.350,1.886.552.040.965.890,Shoulder & Head,0.0,S1,8.0,6.737.390.256.347.640
40.0,Laki-laki,PNS,Medan,10.587.098.540.274.900,1.0,0,52.709.999.921.231.400,17.234.168.521.882.900,Shoulder & Head,0.0,S1,2.0,45.937.535.989.246.100
43.0,Laki-laki,PNS,Kendari,4.428.720.706.088.160,1.0,0,5.969.192.551.034.530,1.702.223.416.390.660,Pantone,0.0,SMA,6.0,6.116.845.239.387.330
36.0,Laki-laki,,Manado,10.547.084.377.658.100,1.0,1,4.589.864.122.741.910,17.510.603.640.658.500,Deadbuoy,1.0,SMA,1.0,543.657.069.383.574
21.0,Laki-laki,Freelance,Samarinda,4.827.064.671.809.890,1.0,1,5.424.825.769.690.190,1.799.321.220.694.450,Moonsilk,1.0,,6.0,595.488.763.571.104
51.0,Laki-laki,Pegawai swasta,Pontianak,9.190.101.882.843.270,1.0,1,7.346.761.158.058.310,18.613.408.835.822.200,Pantone,1.0,SMP,9.0,9.764.668.640.709.820
29.0,Perempuan,PNS,Jakarta,125.164.893.418.779,1.0,0,6.510.285.655.472.860,171.915.773.151.633,Deadbuoy,0.0,S1,4.0,
26.0,Perempuan,Pegawai swasta,Kendari,18.771.577.292.031.400,1.0,0,6.811.125.804.401.660,15.664.806.467.231.200,Merpati,0.0,SMA,4.0,31.996.516.650.822.500
35.0,Laki-laki,PNS,Mamuju,9.779.816.788.109.100,1.0,0,42.530.464.811.725.900,15.747.267.625.266.400,Pantone,0.0,SMA,3.0,444.440.993.468.628
32.0,Laki-laki,Pegawai swasta,Sofifi,866.593.711.653.186,1.0,0,4.434.972.180.213.140,16.289.236.911.865.700,Merpati,1.0,S2,5.0,5.850.646.922.467.640
33.0,Perempuan,PNS,Semarang,13.150.920.670.321.600,1.0,0,5.118.371.419.995.970,18.021.530.291.768.800,Deadbuoy,1.0,S1,2.0,5.266.861.288.752.930
35.0,Laki-laki,Pegawai swasta,Makassar,9.703.262.393.854.820,1.0,0,10.270.289.555.867.600,19.321.059.329.997.900,Pantone,0.0,S1,3.0,33.933.366.089.301.100
42.0,Perempuan,PNS,Samarinda,54.437.926.350.937.600,1.0,0,59.724.930.226.816.700,18.833.360.345.479.200,Deadbuoy,0.0,S1,6.0,46.198.727.053.169.900
49.0,Laki-laki,Pegawai swasta,Denpasar,14.039.406.561.895.900,1.0,0,55.414.459.328.014.600,16.213.712.420.562.700,Merpati,0.0,SMP,9.0,6.114.356.240.837.310
26.0,Perempuan,Pegawai swasta,Gorontalo,5.388.007.356.302.670,1.0,0,506.889.204.400.063,1.685.816.326.185.060,Moonsilk,1.0,S1,2.0,2.841.332.616.985.380
28.0,Laki-laki,PNS,Manado,5.767.194.801.900.420,1.0,0,5.956.311.443.034.910,16.468.387.813.218.500,Deadbuoy,1.0,S1,5.0,6.110.167.585.674.690
49.0,Laki-laki,Freelance,Tanjungselor,7.459.183.428.063.670,1.0,,5.199.641.272.080.660,15.088.667.826.759.600,Deadbuoy,0.0,SD,1.0,5.072.800.255.172.750
32.0,Laki-laki,Freelance,Bengkulu,63.595.076.607.685.100,1.0,1,46.737.313.026.379.900,17.054.826.900.410.000,Moonsilk,,S1,2.0,4.691.795.641.601.160
53.0,Perempuan,PNS,Pekanbaru,6.394.889.290.636.430,1.0,1,6.179.057.413.509.820,17.182.310.439.606.000,Pantone,0.0,SMA,4.0,81.955.524.626.493
38.0,Laki-laki,Pegawai swasta,Jayapura,6.410.629.395.987.600,1.0,0,6.073.211.369.159.960,15.991.637.484.387.800,Deadbuoy,1.0,S2,4.0,5.189.781.708.040.370
54.0,Laki-laki,Freelance,Palu,4.319.160.050.715.810,1.0,0,6.966.428.432.223.870,16.695.711.059.129.000,Merpati,1.0,S1,5.0,6.016.379.466.086.700
39.0,Laki-laki,Pegawai swasta,Medan,3.989.405.791.392.300,1.0,0,59.966.862.720.524.600,17.507.103.144.104.200,Shoulder & Head,1.0,S1,1.0,480.474.379.689.417
53.0,Perempuan,Pegawai swasta,Manokwari,7.972.758.489.361.130,1.0,0,6.555.790.201.708.590,17.232.471.574.569.400,Pantone,1.0,S1,3.0,5.760.973.042.618.960
50.0,Laki-laki,Pegawai swasta,Padang,16.461.629.864.740.100,1.0,,52.318.470.837.868.300,16.896.103.808.222.200,Pantone,1.0,S1,6.0,6.256.909.277.880.550
54.0,Laki-laki,PNS,Makassar,7.489.152.450.388.740,1.0,0,6.532.660.789.376.200,16.316.056.313.633.400,Pantone,1.0,S1,3.0,8.563.292.712.100.740
53.0,Perempuan,Freelance,Gorontalo,11.099.913.741.063.600,1.0,0,4.628.059.780.070.880,17.104.838.183.699.300,Merpati,1.0,S1,7.0,5.841.354.405.633.470
29.0,Laki-laki,Pegawai swasta,Samarinda,7.365.335.578.833.320,1.0,0,49.152.706.460.281.700,1.708.301.272.198.730,Moonsilk,1.0,SMA,10.0,5.543.968.798.618.580
45.0,Laki-laki,Pegawai swasta,Manado,8.647.075.883.678.350,1.0,0,4.889.460.616.041.080,16.842.710.319.404.800,Merpati,0.0,S1,5.0,4.956.890.584.195.840
48.0,Laki-laki,Pegawai swasta,Manokwari,15.616.908.035.395.700,1.0,0,4.747.507.324.292.490,15.736.754.942.262.500,Moonsilk,0.0,SMA,4.0,4.707.832.030.421.970
43.0,Laki-laki,Pegawai swasta,Mataram,14.810.513.084.859.400,1.0,0,6.517.863.208.373.330,15.680.634.221.703.400,Deadbuoy,0.0,SMA,2.0,4.678.155.474.148.840
46.0,Perempuan,Pegawai swasta,Jakarta,15.928.644.449.972.200,1.0,0,4.783.521.397.842.210,15.396.853.773.006.500,Deadbuoy,0.0,S1,2.0,39.075.712.422.125.700
43.0,Laki-laki,PNS,Denpasar,8.093.997.390.181.740,1.0,1,6.050.164.026.185.580,16.170.996.944.340.500,Merpati,0.0,S1,1.0,7.419.086.765.109.830
30.0,Perempuan,Pengangguran,Manokwari,4.507.010.056.195.820,1.0,0,5.655.863.916.348.010,1.551.588.564.192.450,Pantone,1.0,SMA,1.0,6.763.355.711.782.620
34.0,Perempuan,Pegawai swasta,Banda Lampung,13.232.005.344.008.500,1.0,0,53.594.799.487.376.500,18.402.355.096.161.100,Deadbuoy,1.0,SMA,1.0,3.425.789.996.713.730
53.0,Laki-laki,PNS,Bengkulu,5.927.957.566.968.750,,0,6.596.931.581.076.970,17.451.013.124.597.100,Merpati,1.0,SMA,6.0,809.565.672.218.428
38.0,Laki-laki,Pegawai swasta,Pekanbaru,10.791.075.036.232.400,1.0,0,4.647.500.357.030.980,17.460.748.592.325.700,Merpati,1.0,S1,5.0,4.592.366.351.352.100
30.0,Laki-laki,Pegawai swasta,Banjarmasin,8.769.202.571.490.330,1.0,0,55.844.412.169.494.500,17.505.899.408.171.300,Shoulder & Head,0.0,S1,4.0,3.773.303.020.318.420
44.0,Laki-laki,Pegawai swasta,Tanjungselor,4.216.105.805.078.830,1.0,0,5.352.538.611.223.820,1.707.417.176.211.980,Moonsilk,0.0,S1,5.0,5.146.550.464.732.250
33.0,Laki-laki,Freelance,Palangkaraya,5.739.816.803.910.760,1.0,0,54.467.094.187.997.200,16.516.112.366.236.700,Deadbuoy,0.0,SMA,7.0,3.437.179.406.751.580
39.0,Laki-laki,PNS,Manokwari,4.967.549.914.400.020,1.0,0,5.074.238.931.824.080,16.977.228.902.738.200,Merpati,0.0,SMA,1.0,4.914.487.688.263.600
45.0,Laki-laki,,Jayapura,,1.0,1,4.908.304.494.920.220,17.774.856.058.967.400,Merpati,1.0,S1,5.0,8.317.113.937.888.480
56.0,Laki-laki,PNS,Serang,3.336.851.726.416.250,,1,5.126.506.414.093.570,15.674.033.648.455.900,Deadbuoy,1.0,S1,3.0,1.0
55.0,Laki-laki,Pegawai swasta,Banjarmasin,5.417.141.133.616.810,1.0,1,52.080.751.953.736.200,17.523.118.990.228.000,Merpati,0.0,S1,3.0,7.606.415.475.588.840
55.0,Laki-laki,Pegawai swasta,Tanjung Pinang,9.055.551.591.972.390,1.0,0,4.824.190.234.935.260,1.705.649.777.600.910,Shoulder & Head,0.0,SMA,3.0,6.236.059.412.641.920
,Laki-laki,Pegawai swasta,Bengkulu,6.640.487.352.822.950,1.0,0,7.571.784.136.682.450,16.398.268.092.285.900,Deadbuoy,1.0,S1,3.0,5.354.716.804.113.070
38.0,Laki-laki,Pegawai swasta,Ambon,1.197.720.366.220.770,,0,4.417.598.672.072.060,16.925.588.004.751.000,Shoulder & Head,1.0,S1,9.0,55.451.232.622.844
47.0,Laki-laki,Pegawai swasta,Bandung,76.308.108.441.471.200,1.0,0,42.184.894.976.406.900,15.569.026.185.916.800,Moonsilk,0.0,S1,10.0,5.916.950.717.373.190
45.0,Laki-laki,Pegawai swasta,Gorontalo,13.354.067.686.988.400,1.0,0,50.762.637.990.038.400,1.647.956.196.218.870,Moonsilk,1.0,S1,4.0,6.632.581.856.497.210
44.0,Laki-laki,Pegawai swasta,Mataram,5.271.072.702.556.460,1.0,0,6.292.064.593.725.800,17.341.977.374.895.900,Shoulder & Head,0.0,SD,2.0,4.513.300.730.974.270
49.0,Laki-laki,Pegawai swasta,Bandung,10.056.170.326.471.000,1.0,0,5.667.412.819.075.330,17.082.118.945.357.700,Deadbuoy,1.0,SMA,7.0,5.666.157.002.728.310
35.0,Laki-laki,Pegawai swasta,Palu,,1.0,0,57.464.967.199.545.700,16.221.694.486.236.000,Pantone,0.0,S1,1.0,36.725.714.231.203.800
42.0,Perempuan,PNS,Ambon,7.249.958.749.194.740,1.0,0,4.171.991.159.156.130,16.504.477.257.305.700,Merpati,0.0,S1,3.0,5.613.800.754.524.400
23.0,Laki-laki,Pegawai swasta,,4.752.483.366.419.880,1.0,0,59.221.186.105.991.800,1.816.232.362.513.120,Moonsilk,0.0,S1,9.0,485.184.803.021.999
37.0,Laki-laki,PNS,Manado,8.389.759.564.476.210,1.0,1,4.873.940.501.413.680,16.568.898.349.421.400,Pantone,0.0,S1,9.0,6.797.763.633.514.250
38.0,Perempuan,Freelance,Ambon,7.306.545.163.556.980,1.0,0,4.546.059.019.170.370,15.933.349.868.504.600,Moonsilk,1.0,S2,10.0,41.883.794.307.122.900
40.0,Laki-laki,Pegawai swasta,Bandung,6.821.600.978.231.790,1.0,0,5.570.684.176.366.910,1.599.280.690.427.070,Deadbuoy,0.0,SMA,8.0,43.878.105.348.293.500
39.0,Laki-laki,Freelance,Padang,15.028.325.305.308.400,1.0,0,612.596.879.929.236,16.855.666.532.935.900,Moonsilk,1.0,S1,1.0,3.535.790.527.474.860
38.0,Laki-laki,Pegawai swasta,Jayapura,1.081.934.902.081.790,1.0,0,5.520.763.109.484.270,17.999.012.732.621.000,Shoulder & Head,1.0,S1,3.0,4.578.835.475.895.660
53.0,Perempuan,Freelance,Tanjung Pinang,4.948.420.254.030.220,1.0,0,5.577.797.100.638.610,16.256.363.061.607.900,Moonsilk,0.0,SD,3.0,29.277.053.563.502.000
36.0,Laki-laki,PNS,Pontianak,8.102.275.158.867.400,1.0,0,4.858.359.177.025.110,15.575.773.337.782.200,Deadbuoy,0.0,SMA,2.0,4.774.013.289.764.930
32.0,Perempuan,,Pangkalpinang,1.736.089.913.575.550,1.0,1,43.002.098.660.779.600,17.443.824.137.306.700,Shoulder & Head,0.0,S1,4.0,46.412.316.283.050.200
39.0,Laki-laki,Pengangguran,Banjarmasin,7.410.311.265.164.990,1.0,0,5.803.295.865.123.450,17.392.206.012.540.600,Pantone,0.0,S1,6.0,8.118.178.215.625.700
43.0,Perempuan,PNS,Tanjungselor,12.494.266.986.758.300,1.0,0,57.710.254.713.728.600,17.346.789.430.012.300,Pantone,1.0,S1,3.0,5.465.668.888.108.080
64.0,Laki-laki,Pegawai swasta,Tanjungselor,55.312.784.031.662.800,1.0,0,8.018.199.741.761.550,16.999.178.451.830.000,Pantone,1.0,S1,7.0,6.595.987.683.727.320
53.0,Perempuan,PNS,Jayapura,5.887.793.617.295.290,1.0,0,7.224.726.356.533.290,16.228.854.875.988.800,Shoulder & Head,0.0,S1,7.0,6.690.382.105.210.650
50.0,Laki-laki,,Mataram,2.046.661.263.387.350,1.0,,4.409.640.749.268.130,15.870.233.774.571.400,Moonsilk,1.0,S1,1.0,5.019.079.973.085.550
29.0,Laki-laki,Pengangguran,Padang,1.614.483.794.316.360,1.0,1,46.553.483.961.080.400,16.364.383.393.597.200,Merpati,0.0,S1,7.0,9.686.887.049.259.540
49.0,Perempuan,PNS,Ambon,6.047.513.516.343.830,1.0,0,7.039.695.835.856.170,1.573.584.688.078.110,Shoulder & Head,1.0,S1,3.0,5.796.829.460.604.660
49.0,Perempuan,Pegawai swasta,Jambi,40.531.666.523.134.100,1.0,0,43.759.731.945.070.000,16.927.363.990.842.200,Moonsilk,0.0,S1,4.0,41.048.298.769.895.800
40.0,Laki-laki,Pegawai swasta,Manado,8.742.672.902.507.750,,0,6.405.120.664.233.020,17.364.190.082.239.400,Deadbuoy,1.0,S2,5.0,5.971.367.310.159.590
28.0,Laki-laki,Freelance,Tanjungselor,30.699.683.059.099.100,1.0,0,4.497.544.830.387.930,16.332.849.442.444.300,Shoulder & Head,1.0,SMA,3.0,33.178.245.440.590.900
28.0,Perempuan,Freelance,Mamuju,777.614.658.308.175,1.0,0,49.391.963.872.280.800,15.733.595.781.592.100,Deadbuoy,0.0,S1,6.0,20.577.037.460.556.900
36.0,Laki-laki,PNS,Samarinda,8.495.543.268.381.650,1.0,0,4.501.801.572.334.220,1.537.078.325.999.450,Shoulder & Head,1.0,S1,10.0,700.140.678.353.949
50.0,Laki-laki,PNS,Jambi,9.362.635.261.551.250,1.0,0,6.207.193.482.434.690,17.422.830.372.085.400,Merpati,1.0,SMA,2.0,6.894.572.940.027.040
37.0,Perempuan,PNS,Surabaya,1.193.269.091.251.480,1.0,0,5.780.282.078.601.190,15.014.743.387.185.700,Merpati,1.0,S1,2.0,48.096.473.133.682.800
43.0,Laki-laki,PNS,Manado,9.649.111.248.790.340,1.0,0,5.565.370.754.492.090,1.625.621.401.603.630,Merpati,1.0,S1,3.0,6.886.647.843.865.870
37.0,Perempuan,Freelance,Pangkalpinang,13.236.625.820.264.100,1.0,0,57.839.811.542.134.900,15.305.309.074.685.000,Merpati,1.0,S1,9.0,4.860.647.056.527.560
43.0,Laki-laki,PNS,Manokwari,5.166.014.070.966.340,1.0,1,5.142.285.945.715.330,1.693.707.234.594.380,Merpati,0.0,S1,4.0,7.876.618.503.552.570
41.0,Laki-laki,Pegawai swasta,Ambon,61.365.337.966.927.000,1.0,0,6.286.241.879.427.100,1.762.581.656.967.950,Deadbuoy,0.0,S1,10.0,6.165.989.546.343.030
40.0,Perempuan,PNS,Semarang,6.191.508.650.730.780,1.0,0,55.295.216.607.259.300,18.220.575.860.324.700,Pantone,1.0,S1,5.0,47.392.653.985.103.700
56.0,Laki-laki,Pegawai swasta,Manokwari,16.457.877.899.859.400,1.0,0,5.066.706.520.472.920,1.832.489.317.515.630,Moonsilk,1.0,SMA,7.0,7.429.653.840.027.820
51.0,Laki-laki,PNS,Pangkalpinang,16.533.207.571.266.900,1.0,0,4.873.103.575.653.430,18.056.878.450.004.300,Merpati,0.0,S1,6.0,6.594.829.311.555.480
47.0,Laki-laki,Pegawai swasta,Makassar,3.971.579.515.957.660,1.0,1,543.988.261.816.302,18.821.555.660.804.800,Moonsilk,0.0,S2,7.0,7.106.408.610.703.150
27.0,Perempuan,Pegawai swasta,Banjarmasin,1.044.341.376.484.460,1.0,,4.852.940.995.587.930,17.701.781.291.446.400,Shoulder & Head,1.0,SMA,2.0,5.582.286.900.680.900
,Laki-laki,PNS,Tanjungselor,614.279.174.263.727,1.0,0,5.321.566.977.067.770,15.661.315.086.689.000,Deadbuoy,0.0,SMA,8.0,6.237.385.547.568.910
40.0,Laki-laki,PNS,Manokwari,6.429.286.627.856.320,1.0,0,6.701.932.824.698.280,19.455.386.855.894.700,Pantone,0.0,S1,10.0,
40.0,Laki-laki,PNS,Palembang,11.730.817.970.476.200,1.0,0,6.891.903.272.285.420,17.594.131.774.943.500,Deadbuoy,0.0,S1,8.0,508.117.091.671.023
35.0,Laki-laki,,Medan,6.451.242.678.446.480,1.0,1,7.096.562.979.878.390,16.228.426.842.285.100,Pantone,1.0,SMA,9.0,7.774.534.745.204.560
44.0,Laki-laki,Pegawai swasta,Banda Aceh,7.599.627.728.648.440,1.0,0,5.683.040.230.406.750,14.028.957.779.229.900,Moonsilk,0.0,S1,7.0,5.749.167.915.799.030
43.0,Laki-laki,PNS,Pangkalpinang,10.990.436.310.928.000,1.0,0,4.991.871.937.089.970,16.881.487.647.499.500,Pantone,0.0,SMA,5.0,6.259.092.331.079.220
46.0,Laki-laki,Pegawai swasta,Palembang,25.862.332.058.219.400,1.0,0,5.417.757.974.876.270,1.728.642.039.615.460,Shoulder & Head,0.0,SMP,7.0,5.330.423.577.372.810
26.0,Laki-laki,PNS,Bengkulu,11.837.783.056.691.700,1.0,0,4.846.587.622.644.620,17.389.060.524.348.000,Merpati,1.0,SD,9.0,7.902.273.381.938.740
36.0,Laki-laki,Pengangguran,Pangkalpinang,5.305.761.161.322.640,1.0,0,45.013.158.471.360.200,15.808.545.426.408.700,Shoulder & Head,0.0,S2,7.0,8.030.845.760.287.930
47.0,Laki-laki,Pegawai swasta,Palangkaraya,9.113.843.228.900.960,1.0,0,45.306.081.083.220.800,15.725.401.475.903.800,Pantone,1.0,S1,4.0,6.130.820.700.879.050
47.0,Perempuan,Pegawai swasta,Semarang,25.246.273.172.420.700,1.0,0,5.327.006.507.676.440,16.872.606.168.103.500,Moonsilk,0.0,S1,9.0,49.201.402.574.553.400
41.0,Perempuan,Pegawai swasta,Mamuju,5.042.052.314.764.630,1.0,0,5.367.533.207.722.310,17.602.258.884.515.600,Merpati,1.0,S1,2.0,4.708.732.494.774.360
49.0,Laki-laki,PNS,Samarinda,1.486.106.787.749.770,1.0,0,4.214.697.991.795.870,1.701.162.261.628.820,Pantone,1.0,S1,2.0,7.391.133.367.702.230
43.0,Perempuan,Pegawai swasta,Banjarmasin,7.812.277.347.879.720,1.0,0,6.395.316.368.567.220,16.657.527.596.964.600,Pantone,1.0,S1,4.0,481.514.390.568.366
41.0,Laki-laki,Freelance,Semarang,11.351.972.563.341.000,1.0,0,502.968.885.510.874,16.823.963.114.525.600,Deadbuoy,0.0,S1,7.0,49.766.872.017.972.500
28.0,Laki-laki,Pegawai swasta,Manokwari,761.515.566.028.784,1.0,0,523.139.393.473.282,1.609.145.561.830.960,Shoulder & Head,0.0,S2,8.0,
31.0,Perempuan,Freelance,Tanjung Pinang,7.370.738.805.580.690,1.0,0,4.784.724.230.768.690,1.803.755.856.467.840,Moonsilk,0.0,S1,5.0,23.104.486.247.986.000
32.0,Laki-laki,Pegawai swasta,Surabaya,27.912.339.620.040.000,1.0,1,4.632.973.062.359.010,15.867.809.423.782.400,Pantone,0.0,SMA,6.0,6.850.334.876.201.790
58.0,Perempuan,Freelance,Surabaya,39.499.965.081.544.000,1.0,0,4.573.706.103.995.600,15.685.296.868.126.500,Moonsilk,,S1,4.0,4.514.330.493.924.350
57.0,Laki-laki,PNS,Banjarmasin,7.355.234.852.250.360,1.0,0,46.544.899.719.608.200,1.597.960.386.596.570,Merpati,1.0,S1,2.0,8.016.346.475.635.180
36.0,Perempuan,PNS,Palu,7.775.365.018.354.890,1.0,0,6.783.860.997.429.150,1.723.048.132.958.560,Moonsilk,0.0,SD,1.0,4.703.696.377.578.460
28.0,Perempuan,PNS,Tanjungselor,6.665.137.112.692.920,1.0,1,473.664.065.322.441,16.454.295.622.648.000,Pantone,0.0,S1,6.0,5.991.809.325.202.410
48.0,Laki-laki,Pegawai swasta,Pontianak,4.229.878.613.631.440,1.0,0,5.917.185.745.981.880,17.868.205.742.533.500,Merpati,0.0,SMA,6.0,5.498.601.675.245.250
45.0,Laki-laki,Pegawai swasta,Tanjung Pinang,14.131.633.626.104.400,1.0,0,7.524.199.958.067.030,18.085.256.638.812.200,Pantone,1.0,S1,4.0,6.731.208.635.882.540
45.0,Perempuan,PNS,Palu,22.226.083.407.676.200,1.0,1,4.742.619.005.915.690,16.174.659.300.126.500,Merpati,1.0,SMA,9.0,8.916.192.731.722.130
30.0,Laki-laki,Pegawai swasta,Kupang,9.468.175.678.443.080,1.0,1,530.025.190.732.239,1.613.544.584.099.400,Moonsilk,0.0,SMP,9.0,6.609.561.518.583.020
20.0,Laki-laki,PNS,Tanjungselor,8.188.118.074.789.240,1.0,0,4.397.647.817.194.370,15.856.599.434.032.500,Merpati,0.0,SMP,8.0,46.563.241.627.536.200
45.0,Laki-laki,,Jakarta,11.096.139.207.511.000,1.0,0,5.123.391.091.828.270,16.385.154.143.588.000,Shoulder & Head,1.0,SMA,8.0,7.995.280.641.700.800
51.0,Laki-laki,Pegawai swasta,Jambi,64.640.391.225.992.600,1.0,0,5.213.165.835.423.570,1.651.856.516.061.890,Pantone,0.0,S1,9.0,7.459.355.635.475.410
39.0,Perempuan,Freelance,Manokwari,10.696.733.588.123.400,1.0,1,59.510.797.532.398.500,1.709.925.760.058.800,Deadbuoy,0.0,S1,1.0,3.168.997.056.864.930
42.0,Perempuan,Pegawai swasta,Yogyakarta,6.394.622.019.341.180,1.0,0,6.284.915.275.341.840,1.664.583.698.413.290,Shoulder & Head,1.0,S1,6.0,5.497.318.672.212.010
35.0,Laki-laki,Pegawai swasta,Serang,4.494.284.387.685.820,1.0,1,4.713.330.572.289.240,17.592.897.110.299.700,Moonsilk,1.0,S1,8.0,19.218.221.161.808.200
37.0,Perempuan,Pegawai swasta,Palangkaraya,7.283.772.072.155.760,1.0,1,4.467.310.870.297.080,16.913.659.323.115.400,,1.0,S1,9.0,6.486.533.822.160.560
11.0,Perempuan,PNS,Kendari,4.317.386.832.465.160,0.0,0,5.572.643.826.685.210,15.471.753.578.816.200,Shoulder & Head,1.0,S1,3.0,3.837.790.566.331.180
45.0,Laki-laki,Pegawai swasta,Jayapura,6.821.053.669.352.880,1.0,1,7.733.935.626.291.990,176.285.807.407.702,Shoulder & Head,1.0,S1,9.0,8.190.856.902.179.560
34.0,Laki-laki,Pegawai swasta,Surabaya,822.977.656.839.088,1.0,0,5.335.313.460.145.110,1.544.410.577.904.060,Deadbuoy,1.0,S1,10.0,6.542.022.195.543.860
40.0,Laki-laki,Pegawai swasta,Palangkaraya,3.180.875.859.414.630,1.0,0,4.790.287.782.418.340,1.676.599.093.232.850,Moonsilk,0.0,SD,7.0,4.347.694.845.413.720
31.0,Perempuan,PNS,Makassar,8.213.710.723.865.330,1.0,0,5.178.715.364.147.020,15.894.626.454.565.000,Shoulder & Head,0.0,S1,10.0,5.783.014.721.630.340
45.0,Laki-laki,PNS,Yogyakarta,17.538.133.650.658.400,1.0,0,5.066.903.344.072.590,1.682.454.573.853.790,Merpati,,SMA,10.0,7.944.086.084.050.280
34.0,Laki-laki,Pengangguran,Banjarmasin,7.931.298.080.388.860,1.0,1,8.123.590.600.244.670,17.291.804.896.117.100,Shoulder & Head,1.0,SMP,7.0,1.0
40.0,Laki-laki,Freelance,Padang,1.801.089.355.561.440,1.0,0,4.439.149.079.879.970,16.664.421.116.389.200,Moonsilk,0.0,S2,6.0,32.374.006.781.115.300
50.0,Perempuan,PNS,Banjarmasin,760.827.935.059.218,1.0,1,480.557.130.419.263,14.703.125.854.883.100,Moonsilk,0.0,SMA,10.0,677.315.800.188.137
23.0,Perempuan,Freelance,Padang,6.242.576.222.276.570,1.0,0,50.883.583.737.801.200,17.714.797.766.551.300,Moonsilk,1.0,S1,1.0,2.869.889.655.529.610
39.0,Laki-laki,Pegawai swasta,Yogyakarta,6.583.721.343.888.310,1.0,0,5.222.351.306.836.140,1.751.972.446.481.690,Shoulder & Head,0.0,SMA,10.0,42.906.803.788.827.500
44.0,Laki-laki,Pegawai swasta,Kupang,37.255.017.447.537.900,1.0,1,6.300.697.124.659.430,17.361.832.020.616.800,Pantone,1.0,SMA,8.0,8.525.565.371.310.640
43.0,Perempuan,PNS,Semarang,107.688.046.381.392,1.0,0,55.691.046.077.097.700,16.902.580.549.690.500,Deadbuoy,0.0,S1,9.0,5.717.389.869.306.320
51.0,Laki-laki,PNS,Jakarta,7.662.117.017.614.730,1.0,0,5.623.623.042.790.860,16.765.716.343.803.700,Deadbuoy,1.0,S2,8.0,8.169.008.228.484.910
33.0,Laki-laki,PNS,Padang,24.012.049.053.286.300,1.0,0,53.971.715.180.096.400,1.668.226.715.924.180,Moonsilk,0.0,SMA,7.0,5.875.163.926.571.220
65.0,Perempuan,Freelance,Tanjung Pinang,5.409.364.194.370.890,1.0,0,5.938.783.375.183.100,17.317.392.296.568.200,Deadbuoy,0.0,S1,10.0,6.333.353.616.329.190
30.0,Laki-laki,PNS,Pangkalpinang,7.691.222.756.521.360,1.0,0,4.623.767.641.399.430,18.079.192.267.284.800,Merpati,0.0,SMA,9.0,6.087.330.245.322.670
56.0,Laki-laki,Pegawai swasta,Sofifi,13.222.568.465.060.300,1.0,1,6.649.317.077.053.730,17.390.501.112.981.200,Deadbuoy,0.0,S1,8.0,9.145.973.555.274.610
38.0,Laki-laki,Freelance,Banda Lampung,11.510.819.231.110.800,1.0,0,4.641.278.746.022.930,15.226.139.764.597.000,Moonsilk,1.0,S1,7.0,4.329.641.980.281.520
43.0,Laki-laki,Freelance,Pekanbaru,13.940.469.497.625.800,1.0,0,6.085.147.128.110.230,166.031.281.410.069,Moonsilk,1.0,S1,8.0,511.655.871.268.949
